,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
1675,1190,EAST HANOVER TWP,50,EAST HANOVER MIDDLE SCHOOL,06-08,1190-50
1676,1530,FLORHAM PARK BORO,15,BRIARWOOD SCHOOL,PK-02,1530-15
1677,1530,FLORHAM PARK BORO,20,BROOKLAKE SCHOOL,03-05,1530-20
1678,1530,FLORHAM PARK BORO,30,RIDGEDALE MIDDLE SCHOOL,06-08,1530-30
1679,1990,HANOVER PARK REGIONAL,50,HANOVER PARK HIGH SCHOOL,09-12,1990-50
1680,1990,HANOVER PARK REGIONAL,70,WHIPPANY PARK HIGH SCHOOL,09-12,1990-70
1681,2000,HANOVER TWP,25,BEE MEADOW SCHOOL,PK-05,2000-25
1682,2000,HANOVER TWP,40,MEMORIAL JUNIOR SCHOOL,06-08,2000-40
1683,2000,HANOVER TWP,50,MOUNTVIEW ROAD SCHOOL,KG-05,2000-50
1684,2000,HANOVER TWP,60,SALEM DRIVE SCHOOL,KG-05,2000-60
1685,2010,HARDING TOWNSHIP,50,HARDING TOWNSHIP SCHOOL,PK-08,2010-50
1686,2380,JEFFERSON TWP,20,JEFFERSON TOWNSHIP HIGH SCHOOL,09-12,2380-20
1687,2380,JEFFERSON TWP,28,ARTHUR STANLICK ELEMENTARY SCHOOL,03-05,2380-28
1688,2380,JEFFERSON TWP,33,COZY LAKE ELEMENTARY SCHOOL,01-02,2380-33
1689,2380,JEFFERSON TWP,40,ELLEN T. BRIGGS ELEMENTARY SCHOOL,KG-02,2380-40
1690,2380,JEFFERSON TWP,45,JEFFERSON TOWNSHIP MIDDLE SCHOOL,06-08,2380-45
1691,2380,JEFFERSON TWP,50,MILTON ELEMENTARY SCHOOL,PK-KG,2380-50
1692,2380,JEFFERSON TWP,70,WHITE ROCK ELEMENTARY SCHOOL,03-05,2380-70
1693,2460,KINNELON BORO,50,KINNELON HIGH SCHOOL,09-12,2460-50
1694,2460,KINNELON BORO,60,KIEL ELEMENTARY SCHOOL,PK-02,2460-60
1695,2460,KINNELON BORO,65,PEARL R. MILLER MIDDLE SCHOOL,06-08,2460-65
1696,2460,KINNELON BORO,70,STONYBROOK ELEMENTARY SCHOOL,KG-05,2460-70
1697,2650,LINCOLN PARK BORO,35,LINCOLN PARK ELEMENTARY SCHOOL,PK-04,2650-35
1698,2650,LINCOLN PARK BORO,40,LINCOLN PARK MIDDLE SCHOOL,PK-08,2650-40
1699,2870,MADISON BORO,50,MADISON HIGH SCHOOL,09-12,2870-50
1700,2870,MADISON BORO,60,CENTRAL AVENUE SCHOOL,PK-05,2870-60
1701,2870,MADISON BORO,80,KINGS ROAD SCHOOL,KG-05,2870-80
1702,2870,MADISON BORO,100,MADISON JUNIOR SCHOOL,06-08,2870-100
1703,2870,MADISON BORO,110,TOREY J. SABATINI SCHOOL,KG-05,2870-110
1704,3090,MENDHAM BORO,50,HILLTOP SCHOOL,PK-04,3090-50
1705,3090,MENDHAM BORO,60,MOUNTAIN VIEW SCHOOL,05-08,3090-60
1706,3100,MENDHAM TWP,50,MENDHAM TOWNSHIP ELEMENTARY SCHOOL,PK-04,3100-50
1707,3100,MENDHAM TWP,60,MENDHAM TOWNSHIP MIDDLE SCHOOL,05-08,3100-60
1708,3240,MINE HILL TWP,30,CANFIELD AVENUE SCHOOL,PK-06,3240-30
1709,3340,MONTVILLE TWP,10,MONTVILLE TOWNSHIP HIGH SCHOOL,09-12,3340-10
1710,3340,MONTVILLE TWP,25,CEDAR HILL SCHOOL,PK-05,3340-25
1711,3340,MONTVILLE TWP,30,ROBERT R LAZAR MIDDLE SCHOOL,06-08,3340-30
1712,3340,MONTVILLE TWP,50,HILLDALE SCHOOL,KG-05,3340-50
1713,3340,MONTVILLE TWP,55,VALLEY VIEW SCHOOL,PK-05,3340-55
1714,3340,MONTVILLE TWP,65,WILLIAM MASON SCHOOL,PK-05,3340-65
1715,3340,MONTVILLE TWP,70,WOODMONT SCHOOL,KG-05,3340-70
1716,3364,EDUC SERV COMM MORRIS CO,80,PARK LAKE SCHOOL,PK-12,3364-80
1717,3364,EDUC SERV COMM MORRIS CO,85,REGIONAL DAY SCHOOL,PK-12,3364-85
1718,3365,MORRIS COUNTY VOCATIONAL,10,ACADEMY FOR LAW AND PUBLIC SAFETY,09-12,3365-10
1719,3365,MORRIS COUNTY VOCATIONAL,20,"ACADEMY FOR MATHEMATICS, SCIENCE AND ENGINEERING",09-12,3365-20
1720,3365,MORRIS COUNTY VOCATIONAL,50,MORRIS COUNTY SCHOOL OF TECHNOLOGY,09-12,3365-50
1721,3365,MORRIS COUNTY VOCATIONAL,300,ACADEMY FOR ENVIRONMENTAL SCIENCE,09-12,3365-300
1722,3365,MORRIS COUNTY VOCATIONAL,301,ACADEMY FOR BIOTECHNOLOGY,09-12,3365-301
1723,3370,MORRIS HILLS REGIONAL,50,MORRIS HILLS HIGH SCHOOL,09-12,3370-50
1724,3370,MORRIS HILLS REGIONAL,60,MORRIS KNOLLS HIGH SCHOOL,09-12,3370-60
1725,3380,MORRIS PLAINS BORO,20,MORRIS PLAINS BOROUGH SCHOOL,03-08,3380-20
1726,3380,MORRIS PLAINS BORO,30,MOUNTAIN WAY SCHOOL,PK-02,3380-30
1727,3385,MORRIS SCHOOL DISTRICT,50,MORRISTOWN HIGH SCHOOL,09-12,3385-50
1728,3385,MORRIS SCHOOL DISTRICT,60,ALEXANDER HAMILTON,03-05,3385-60
1729,3385,MORRIS SCHOOL DISTRICT,65,ALFRED VAIL SCHOOL,KG-02,3385-65
1730,3385,MORRIS SCHOOL DISTRICT,75,FRELINGHUYSEN MIDDLE SCHOOL,06-08,3385-75
1731,3385,MORRIS SCHOOL DISTRICT,85,LAFAYETTE LEARNING CENTER,PK-PK,3385-85
1732,3385,MORRIS SCHOOL DISTRICT,90,HILLCREST SCHOOL,PK-02,3385-90
1733,3385,MORRIS SCHOOL DISTRICT,100,NORMANDY PARK SCHOOL,KG-05,3385-100
1734,3385,MORRIS SCHOOL DISTRICT,105,SUSSEX AVENUE SCHOOL,03-05,3385-105
1735,3385,MORRIS SCHOOL DISTRICT,110,THOMAS JEFFERSON SCHOOL,03-05,3385-110
1736,3385,MORRIS SCHOOL DISTRICT,115,WOODLAND SCHOOL,KG-02,3385-115
1737,3410,MOUNT ARLINGTON BORO,45,EDITH M. DECKER ELEMENTARY SCHOOL,PK-02,3410-45
1738,3410,MOUNT ARLINGTON BORO,50,MOUNT ARLINGTON PUBLIC SCHOOL,03-08,3410-50
1739,3450,MOUNT OLIVE TWP,10,MOUNT OLIVE HIGH SCHOOL,09-12,3450-10
1740,3450,MOUNT OLIVE TWP,40,MOUNT OLIVE MIDDLE SCHOOL,06-08,3450-40
1741,3450,MOUNT OLIVE TWP,50,CHESTER M. STEPHENS ELEMENTARY SCHOOL,KG-05,3450-50
1742,3450,MOUNT OLIVE TWP,60,MOUNTAIN VIEW ELEMENTARY SCHOOL,PK-05,3450-60
1743,3450,MOUNT OLIVE TWP,65,SANDSHORE RD. ELEMENTARY SCHOOL,KG-05,3450-65
1744,3450,MOUNT OLIVE TWP,70,TINC RD. ELEMENTARY SCHOOL,KG-05,3450-70
1745,3460,MOUNTAIN LAKES BORO,50,MOUNTAIN LAKES HIGH SCHOOL,09-12,3460-50
1746,3460,MOUNTAIN LAKES BORO,60,BRIARCLIFF MIDDLE SCHOOL,06-08,3460-60
1747,3460,MOUNTAIN LAKES BORO,70,LAKE DRIVE PROGRAM FOR HEARING IMPARED,PK-08,3460-70
1748,3460,MOUNTAIN LAKES BORO,80,WILDWOOD ELEMENTARY SCHOOL,KG-05,3460-80
1749,3520,NETCONG BORO,60,NETCONG ELEMENTARY SCHOOL,PK-08,3520-60
1750,3950,PARSIPPANY-TROY HILLS TWP,50,PARSIPPANY HIGH SCHOOL,09-12,3950-50
1751,3950,PARSIPPANY-TROY HILLS TWP,53,PARSIPPANY HILLS HIGH SCHOOL,09-12,3950-53
1752,3950,PARSIPPANY-TROY HILLS TWP,55,BROOKLAWN MIDDLE SCHOOL,06-08,3950-55
1753,3950,PARSIPPANY-TROY HILLS TWP,60,CENTRAL MIDDLE SCHOOL,06-08,3950-60
1754,3950,PARSIPPANY-TROY HILLS TWP,62,EASTLAKE ELEMENTARY SCHOOL,PK-05,3950-62
1755,3950,PARSIPPANY-TROY HILLS TWP,64,INTERVALE ELEMENTARY SCHOOL,KG-05,3950-64
1756,3950,PARSIPPANY-TROY HILLS TWP,65,KNOLLWOOD ELEMENTARY SCHOOL,KG-05,3950-65
1757,3950,PARSIPPANY-TROY HILLS TWP,70,LAKE HIAWATHA ELEMENTARY SCHOOL,PK-05,3950-70
1758,3950,PARSIPPANY-TROY HILLS TWP,80,LAKE PARSIPPANY ELEMENTARY SCHOOL,KG-05,3950-80
1759,3950,PARSIPPANY-TROY HILLS TWP,90,LITTLETON ELEMENTARY SCHOOL,PK-05,3950-90
1760,3950,PARSIPPANY-TROY HILLS TWP,100,MOUNT TABOR ELEMENTARY SCHOOL,KG-05,3950-100
1761,3950,PARSIPPANY-TROY HILLS TWP,103,NORTHVAIL ELEMENTARY SCHOOL,KG-05,3950-103
1762,3950,PARSIPPANY-TROY HILLS TWP,107,ROCKAWAY MEADOW ELEMENTARY SCHOOL,KG-05,3950-107
1763,3950,PARSIPPANY-TROY HILLS TWP,120,TROY HILLS ELEMENTARY SCHOOL,KG-05,3950-120
1764,4000,LONG HILL TWP,30,CENTRAL MIDDLE SCHOOL,06-08,4000-30
1765,4000,LONG HILL TWP,50,GILLETTE ELEMENTARY SCHOOL,PK-01,4000-50
1766,4000,LONG HILL TWP,60,MILLINGTON ELEMENTARY SCHOOL,02-05,4000-60
1767,4080,PEQUANNOCK TWP,50,PEQUANNOCK TOWNSHIP HIGH SCHOOL,09-12,4080-50
1768,4080,PEQUANNOCK TWP,55,HILLVIEW SCHOOL,KG-05,4080-55
1769,4080,PEQUANNOCK TWP,60,NORTH BOULEVARD SCHOOL,PK-05,4080-60
1770,4080,PEQUANNOCK TWP,80,PEQUANNOCK VALLEY SCHOOL,06-08,4080-80
1771,4080,PEQUANNOCK TWP,100,STEPHEN J. GERACE SCHOOL,KG-05,4080-100
1772,4330,RANDOLPH TWP,50,RANDOLPH HIGH SCHOOL,09-12,4330-50
1773,4330,RANDOLPH TWP,57,CENTER GROVE SCHOOL,PK-05,4330-57
1774,4330,RANDOLPH TWP,65,FERNBROOK SCHOOL,KG-05,4330-65
1775,4330,RANDOLPH TWP,70,IRONIA SCHOOL,KG-05,4330-70
1776,4330,RANDOLPH TWP,75,RANDOLPH MIDDLE SCHOOL,06-08,4330-75
1777,4330,RANDOLPH TWP,80,SHONGUM SCHOOL,KG-05,4330-80
1778,4440,RIVERDALE BORO,50,RIVERDALE SCHOOL,PK-08,4440-50
1779,4480,ROCKAWAY BORO,50,THOMAS JEFFERSON MIDDLE SCHOOL,04-08,4480-50
1780,4480,ROCKAWAY BORO,60,LINCOLN ELEMENTARY SCHOOL,PK-03,4480-60
1781,4490,ROCKAWAY TWP,10,BIRCHWOOD ELEMENTARY SCHOOL,KG-05,4490-10
1782,4490,ROCKAWAY TWP,15,COPELAND MIDDLE SCHOOL,06-08,4490-15
1783,4490,ROCKAWAY TWP,19,CATHERINE A DWYER ELEMENTARY SCHOOL,KG-05,4490-19
1784,4490,ROCKAWAY TWP,25,DENNIS B O'BRIEN ELEMENTARY SCHOOL,PK-05,4490-25
1785,4490,ROCKAWAY TWP,30,KATHARINE D MALONE ELEMENTARY SCHOOL,KG-05,4490-30
1786,4490,ROCKAWAY TWP,80,STONY BROOK ELEMENTARY SCHOOL,KG-05,4490-80
1787,4560,ROXBURY TWP,50,ROXBURY HIGH SCHOOL,09-12,4560-50
1788,4560,ROXBURY TWP,55,EISENHOWER MIDDLE SCHOOL,07-08,4560-55
1789,4560,ROXBURY TWP,60,FRANKLIN ELEMENTARY SCHOOL,KG-04,4560-60
1790,4560,ROXBURY TWP,65,JEFFERSON ELEMENTARY SCHOOL,PK-04,4560-65
1791,4560,ROXBURY TWP,67,KENNEDY ELEMENTARY SCHOOL,KG-04,4560-67
1792,4560,ROXBURY TWP,80,LINCOLN/ROOSEVELT SCHOOL,05-06,4560-80
1793,4560,ROXBURY TWP,85,NIXON ELEMENTARY SCHOOL,PK-04,4560-85
1794,5520,WASHINGTON TWP,30,FLOCKTOWN-KOSSMANN ELEMENTARY SCHOOL,PK-05,5520-30
1795,5520,WASHINGTON TWP,35,LONG VALLEY MIDDLE SCHOOL,06-08,5520-35
1796,5520,WASHINGTON TWP,40,OLD FARMERS ROAD SCHOOL,KG-05,5520-40
1797,5520,WASHINGTON TWP,50,BENEDICT A. CUCINELLA SCHOOL,PK-05,5520-50
1798,5660,WEST MORRIS REGIONAL,30,WEST MORRIS CENTRAL HIGH SCHOOL,09-12,5660-30
1799,5660,WEST MORRIS REGIONAL,50,WEST MORRIS MENDHAM HIGH SCHOOL,09-12,5660-50
1800,5770,WHARTON BORO,30,ALFRED C. MACKINNON MIDDLE SCHOOL,06-08,5770-30
1801,5770,WHARTON BORO,40,MARIE V. DUFFY ELEMENTARY SCHOOL,PK-05,5770-40
1802,185,BARNEGAT TWP,10,LILLIAN M. DUNFEE ELEMENTARY,KG-05,185-10
1803,185,BARNEGAT TWP,15,CECIL S. COLLINS ELEMENTARY,PK-05,185-15
1804,185,BARNEGAT TWP,30,BARNEGAT HIGH SCHOOL,09-12,185-30
1805,185,BARNEGAT TWP,50,RUSSELL O. BRACKMAN MIDDLE SCHOOL,06-08,185-50
1806,185,BARNEGAT TWP,70,ROBERT L. HORBELT ELEMENTARY SCHOOL,KG-05,185-70
1807,185,BARNEGAT TWP,80,JOSEPH T. DONAHUE ELEMENTARY SCHOOL,KG-05,185-80
1808,210,BAY HEAD BORO,20,BAY HEAD ELEMENTARY,KG-08,210-20
1809,230,BEACH HAVEN BORO,20,BEACH HAVEN SCHOOL,PK-06,230-20
1810,320,BERKELEY TWP,20,BAYVILLE ELEMENTARY SCHOOL,PK-04,320-20
1811,320,BERKELEY TWP,25,BERKELEY TOWNSHIP ELEMENTARY SCHOOL,04-06,320-25
1812,320,BERKELEY TWP,30,CLARA B. WORTH ELEMENTARY SCHOOL,PK-04,320-30
1813,320,BERKELEY TWP,40,H & M POTTER SCHOOL,PK-04,320-40
1814,530,BRICK TWP,20,BRICK TOWNSHIP HIGH SCHOOL,09-12,530-20
1815,530,BRICK TWP,25,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,09-12,530-25
1816,530,BRICK TWP,27,WARREN H. WOLF ELEMENTARY SCHOOL,PK-03,530-27
1817,530,BRICK TWP,30,DRUM POINT ROAD ELEMENTARY SCHOOL,KG-05,530-30
1818,530,BRICK TWP,35,EMMA HAVENS YOUNG ELEMENTARY SCHOOL,KG-05,530-35
1819,530,BRICK TWP,40,HERBERTSVILLE ELEMENTARY SCHOOL,KG-05,530-40
1820,530,BRICK TWP,43,LAKE RIVIERA MIDDLE SCHOOL,06-08,530-43
1821,530,BRICK TWP,45,LANES MILL ELEMENTARY SCHOOL,KG-05,530-45
1822,530,BRICK TWP,60,MIDSTREAMS ELEMENTARY SCHOOL,KG-05,530-60
1823,530,BRICK TWP,70,OSBORNVILLE ELEMENTARY SCHOOL,KG-05,530-70
1824,530,BRICK TWP,80,VETERANS MEMORIAL ELEMENTARY SCHOOL,KG-05,530-80
1825,530,BRICK TWP,90,VETERANS MEMORIAL MIDDLE SCHOOL,06-08,530-90
1826,770,CENTRAL REGIONAL,30,CENTRAL REGIONAL HIGH SCHOOL,09-12,770-30
1827,770,CENTRAL REGIONAL,50,CENTRAL REGIONAL MIDDLE SCHOOL,07-08,770-50
1828,1150,EAGLESWOOD TWP,20,EAGLESWOOD ELEMENTARY SCHOOL,PK-06,1150-20
1829,2350,ISLAND HEIGHTS BORO,50,ISLAND HEIGHTS ELEMENTARY SCHOOL,KG-06,2350-50
1830,2360,JACKSON TWP,20,JACKSON MEMORIAL HIGH SCHOOL,09-12,2360-20
1831,2360,JACKSON TWP,25,JACKSON LIBERTY HIGH SCHOOL,09-12,2360-25
1832,2360,JACKSON TWP,30,CRAWFORD-RODRIGUEZ ELEMENTARY SCHOOL,PK-05,2360-30
1833,2360,JACKSON TWP,35,ELMS ELEMENTARY SCHOOL,PK-05,2360-35
1834,2360,JACKSON TWP,40,SYLVIA ROSENAUER ELEMENTARY SCHOOL,PK-05,2360-40
1835,2360,JACKSON TWP,44,HOWARD C. JOHNSON ELEMENTARY SCHOOL,KG-05,2360-44
1836,2360,JACKSON TWP,46,LUCY N. HOLMAN ELEMENTARY SCHOOL,KG-05,2360-46
1837,2360,JACKSON TWP,48,CHRISTA MCAULIFFE MIDDLE SCHOOL,06-08,2360-48
1838,2360,JACKSON TWP,50,SWITLIK ELEMENTARY SCHOOL,KG-05,2360-50
1839,2360,JACKSON TWP,55,CARL W. GOETZ MIDDLE SCHOOL,06-08,2360-55
1840,2480,LACEY TWP,20,LACEY TOWNSHIP HIGH SCHOOL,09-12,2480-20
1841,2480,LACEY TWP,40,CEDAR CREEK ELEMENTARY SCHOOL,KG-04,2480-40
1842,2480,LACEY TWP,50,FORKED RIVER ELEMENTARY SCHOOL,KG-04,2480-50
1843,2480,LACEY TWP,53,LACEY TOWNSHIP MIDDLE SCHOOL,07-08,2480-53
1844,2480,LACEY TWP,55,MILL POND ELEMENTARY SCHOOL,PK-06,2480-55
1845,2480,LACEY TWP,60,LANOKA HARBOR ELEMENTARY SCHOOL,KG-04,2480-60
1846,2500,LAKEHURST BORO,50,LAKEHURST ELEMENTARY SCHOOL,PK-08,2500-50
1847,2520,LAKEWOOD TWP,50,LAKEWOOD HIGH SCHOOL,09-12,2520-50
1848,2520,LAKEWOOD TWP,70,CLIFTON AVE GRADE SCHOOL,01-05,2520-70
1849,2520,LAKEWOOD TWP,80,ELLA G CLARKE ELEMENTARY SCHOOL,01-05,2520-80
1850,2520,LAKEWOOD TWP,83,LAKEWOOD MIDDLE SCHOOL,06-08,2520-83
1851,2520,LAKEWOOD TWP,84,OAK STREET ELEM SCHOOL,01-05,2520-84
1852,2520,LAKEWOOD TWP,90,SPRUCE STREET ELEMENTARY SCHOOL,PK-01,2520-90
1853,2520,LAKEWOOD TWP,300,LAKEWOOD EARLY CHILDHOOD CENTER,PK-PK,2520-300
1854,2520,LAKEWOOD TWP,301,PINER ELEMENTARY SCHOOL,PK-01,2520-301
1855,2550,LAVALLETTE BORO,50,LAVALLETTE ELEMENTARY SCHOOL,KG-08,2550-50
1856,2690,LITTLE EGG HARBOR TWP,30,FROG POND ELEMENTARY SCHOOL,KG-06,2690-30
1857,2690,LITTLE EGG HARBOR TWP,50,GEORGE J. MITCHELL ELEMENTARY SCHOOL,KG-06,2690-50
1858,2690,LITTLE EGG HARBOR TWP,300,ROBERT C. WOOD SR EARLY CHILDHOOD CENTER,PK-PK,2690-300
1859,2760,LONG BEACH ISLAND,20,ETHEL A. JACOBSEN ELEMENTARY SCHOOL,PK-02,2760-20
1860,2760,LONG BEACH ISLAND,50,LONG BEACH ISLAND GRADE SCHOOL,03-06,2760-50
1861,2940,MANCHESTER TWP,8,MANCHESTER REGIONAL DAY SCHOOL,PK-12,2940-8
1862,2940,MANCHESTER TWP,40,MANCHESTER TOWNSHIP HIGH SCHOOL,09-12,2940-40
1863,2940,MANCHESTER TWP,43,MANCHESTER TOWNSHIP ELEMENTARY SCHOOL,KG-05,2940-43
1864,2940,MANCHESTER TWP,45,MANCHESTER TOWNSHIP MIDDLE SCHOOL,06-08,2940-45
1865,2940,MANCHESTER TWP,50,RIDGEWAY ELEMENTARY SCHOOL,PK-05,2940-50
1866,2940,MANCHESTER TWP,60,WHITING ELEMENTARY SCHOOL,PK-05,2940-60
1867,3790,OCEAN COUNTY VOCATIONAL,10,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL BRICK CENTER,09-12,3790-10
1868,3790,OCEAN COUNTY VOCATIONAL,20,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL JACKSON CENTER,09-12,3790-20
1869,3790,OCEAN COUNTY VOCATIONAL,30,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL TOMS RIVER CENTER,09-12,3790-30
1870,3790,OCEAN COUNTY VOCATIONAL,40,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL WARETOWN CENTER,09-12,3790-40
1871,3790,OCEAN COUNTY VOCATIONAL,45,MARINE ACADEMY OF TECHNOLOGY AND ENVIRONMENTAL SCIENCE,09-12,3790-45
1872,3790,OCEAN COUNTY VOCATIONAL,55,PERFORMING ARTS ACADEMY OF THE OCEAN COUNTY VOCATIONAL TECH,09-12,3790-55
1873,3800,OCEAN GATE BORO,50,OCEAN GATE ELEMENTARY SCHOOL,PK-06,3800-50
1874,3820,OCEAN TWP,30,FREDERIC A. PRIFF ELEMENTARY SCHOOL,04-06,3820-30
1875,3820,OCEAN TWP,50,WARETOWN ELEMENTARY SCHOOL,PK-03,3820-50
1876,4105,PINELANDS REGIONAL,50,PINELANDS REGIONAL HIGH SCHOOL,10-12,4105-50
1877,4105,PINELANDS REGIONAL,60,PINELANDS REGIONAL JUNIOR HIGH SCHOOL,07-09,4105-60
1878,4190,PLUMSTED TWP,10,NEW EGYPT HIGH SCHOOL,09-12,4190-10
1879,4190,PLUMSTED TWP,40,NEW EGYPT PRIMARY SCHOOL,PK-KG,4190-40
1880,4190,PLUMSTED TWP,50,DR. GERALD H. WOEHR ELEMENTARY SCHOOL,KG-05,4190-50
1881,4190,PLUMSTED TWP,80,NEW EGYPT MIDDLE SCHOOL,06-08,4190-80
1882,4210,POINT PLEASANT BORO,30,POINT PLEASANT BOROUGH HIGH SCHOOL,09-12,4210-30
1883,4210,POINT PLEASANT BORO,50,MEMORIAL MIDDLE SCHOOL,06-08,4210-50
1884,4210,POINT PLEASANT BORO,55,NELLIE F. BENNETT ELEMENTARY SCHOOL,PK-05,4210-55
1885,4210,POINT PLEASANT BORO,60,OCEAN ROAD ELEMENTARY SCHOOL,PK-05,4210-60
1886,4220,POINT PLEASANT BEACH BORO,50,POINT PLEASANT BEACH HIGH SCHOOL,09-12,4220-50
1887,4220,POINT PLEASANT BEACH BORO,60,G. HAROLD ANTRIM ELEMENTARY SCHOOL,PK-08,4220-60
1888,4710,SEASIDE HEIGHTS BORO,50,HUGH J BOYD JR. ELEMENTARY SCHOOL,PK-06,4710-50
1889,4950,SOUTHERN REGIONAL,50,SOUTHERN REGIONAL HIGH SCHOOL,09-12,4950-50
1890,4950,SOUTHERN REGIONAL,60,SOUTHERN REGIONAL MIDDLE SCHOOL,07-08,4950-60
1891,5020,STAFFORD TWP,50,OXYCOCUS ELEMENTARY SCHOOL,PK-PK,5020-50
1892,5020,STAFFORD TWP,60,MCKINLEY AVENUE ELEMENTARY SCHOOL,03-04,5020-60
1893,5020,STAFFORD TWP,65,OCEAN ACRES ELEMENTARY SCHOOL,KG-02,5020-65
1894,5020,STAFFORD TWP,70,STAFFORD INTERMEDIATE SCHOOL,05-06,5020-70
1895,5020,STAFFORD TWP,75,RONALD L. MEINDERS PRIMARY LEARNING CENTER,KG-KG,5020-75
1896,5190,TOMS RIVER REGIONAL,30,TOMS RIVER HIGH SCHOOL EAST,09-12,5190-30
1897,5190,TOMS RIVER REGIONAL,40,TOMS RIVER HIGH SCHOOL NORTH,09-12,5190-40
1898,5190,TOMS RIVER REGIONAL,50,TOMS RIVER HIGH SCHOOL SOUTH,09-12,5190-50
1899,5190,TOMS RIVER REGIONAL,60,TOMS RIVER INTERMEDIATE SCHOOL EAST,06-08,5190-60
1900,5190,TOMS RIVER REGIONAL,61,TOMS RIVER INTERMEDIATE SCHOOL SOUTH,06-08,5190-61
1901,5190,TOMS RIVER REGIONAL,63,TOMS RIVER INTERMEDIATE SCHOOL NORTH,06-08,5190-63
1902,5190,TOMS RIVER REGIONAL,64,BEACHWOOD ELEMENTARY SCHOOL,KG-05,5190-64
1903,5190,TOMS RIVER REGIONAL,65,CEDAR GROVE ELEMENTARY SCHOOL,PK-05,5190-65
1904,5190,TOMS RIVER REGIONAL,67,JOSEPH A. CITTA ELEMENTARY SCHOOL,KG-05,5190-67
1905,5190,TOMS RIVER REGIONAL,70,EAST DOVER ELEMENTARY SCHOOL,PK-05,5190-70
1906,5190,TOMS RIVER REGIONAL,75,HOOPER AVENUE ELEMENTARY SCHOOL,KG-05,5190-75
1907,5190,TOMS RIVER REGIONAL,80,NORTH DOVER ELEMENTARY SCHOOL,KG-05,5190-80
1908,5190,TOMS RIVER REGIONAL,90,PINE BEACH ELEMENTARY SCHOOL,KG-05,5190-90
1909,5190,TOMS RIVER REGIONAL,95,SILVER BAY ELEMENTARY SCHOOL,PK-05,5190-95
1910,5190,TOMS RIVER REGIONAL,100,SOUTH TOMS RIVER ELEMENTARY SCHOOL,KG-05,5190-100
1911,5190,TOMS RIVER REGIONAL,107,WALNUT STREET ELEMENTARY SCHOOL,KG-05,5190-107
1912,5190,TOMS RIVER REGIONAL,110,WASHINGTON STREET ELEMENTARY SCHOOL,KG-05,5190-110
1913,5190,TOMS RIVER REGIONAL,120,WEST DOVER ELEMENTARY SCHOOL,KG-05,5190-120
1914,5220,TUCKERTON BORO,50,TUCKERTON ELEMENTARY SCHOOL,PK-06,5220-50
1915,420,BLOOMINGDALE BORO,20,MARTHA B. DAY ELEMENTARY SCHOOL,PK-01,420-20
1916,420,BLOOMINGDALE BORO,30,SAMUEL R. DONALD ELEMENTARY SCHOOL,02-04,420-30
1917,420,BLOOMINGDALE BORO,50,WALTER T. BERGEN MIDDLE SCHOOL,05-08,420-50
1918,900,CLIFTON CITY,30,CLIFTON HIGH SCHOOL,09-12,900-30
1919,900,CLIFTON CITY,35,CHRISTOPHER COLUMBUS MIDDLE SCHOOL,06-08,900-35
1920,900,CLIFTON CITY,70,WOODROW WILSON MIDDLE SCHOOL,06-08,900-70
1921,900,CLIFTON CITY,80,SCHOOL #1,KG-05,900-80
1922,900,CLIFTON CITY,90,SCHOOL #2,KG-05,900-90
1923,900,CLIFTON CITY,100,SCHOOL #3,KG-05,900-100
1924,900,CLIFTON CITY,110,SCHOOL #4,KG-05,900-110
1925,900,CLIFTON CITY,120,SCHOOL #5,KG-05,900-120
1926,900,CLIFTON CITY,140,SCHOOL #8,PK-05,900-140
1927,900,CLIFTON CITY,150,SCHOOL #9,PK-05,900-150
1928,900,CLIFTON CITY,160,SCHOOL #11,KG-05,900-160
1929,900,CLIFTON CITY,170,SCHOOL #12,PK-05,900-170
1930,900,CLIFTON CITY,180,SCHOOL #13,KG-05,900-180
1931,900,CLIFTON CITY,190,SCHOOL #14,PK-05,900-190
1932,900,CLIFTON CITY,200,SCHOOL #15,PK-05,900-200
1933,900,CLIFTON CITY,210,SCHOOL #16,PK-05,900-210
1934,900,CLIFTON CITY,230,SCHOOL #17,PK-05,900-230
1935,1920,HALEDON BORO,15,HALEDON PUBLIC SCHOOL,PK-08,1920-15
1936,2100,HAWTHORNE BORO,50,HAWTHORNE HIGH SCHOOL,09-12,2100-50
1937,2100,HAWTHORNE BORO,70,LINCOLN MIDDLE SCHOOL,06-08,2100-70
1938,2100,HAWTHORNE BORO,80,ROOSEVELT ELEMENTARY SCHOOL,KG-05,2100-80
1939,2100,HAWTHORNE BORO,90,THOMAS JEFFERSON ELEMENTARY SCHOOL,PK-05,2100-90
1940,2100,HAWTHORNE BORO,100,WASHINGTON ELEMENTARY SCHOOL,KG-05,2100-100
1941,2510,LAKELAND REGIONAL,50,LAKELAND REGIONAL HIGH SCHOOL,09-12,2510-50
1942,2700,LITTLE FALLS TWP,50,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 1,05-08,2700-50
